original_index,qe_experimental,qe_predicted,error,absolute_error,Neuron,R2,RMSE,SSE,ARE,HYBRID,MPSD,MAE
64,45.25000000000001,42.177055,3.0729446411132884,3.0729446411132884,7,0.6993432868073018,5.740029855146913,527.1670838076463,17.367305729408194,180.76133865253976,30.402891634060087,4.952050900459289
28,35.78,31.023397,4.75660255432129,4.75660255432129,7,0.6993432868073018,5.740029855146913,527.1670838076463,17.367305729408194,180.76133865253976,30.402891634060087,4.952050900459289
22,30.1,31.27903,-1.1790298461914048,1.1790298461914048,7,0.6993432868073018,5.740029855146913,527.1670838076463,17.367305729408194,180.76133865253976,30.402891634060087,4.952050900459289
67,50.75,45.894943,4.8550567626953125,4.8550567626953125,7,0.6993432868073018,5.740029855146913,527.1670838076463,17.367305729408194,180.76133865253976,30.402891634060087,4.952050900459289
45,33.56000000000001,28.949154,4.610846099853525,4.610846099853525,7,0.6993432868073018,5.740029855146913,527.1670838076463,17.367305729408194,180.76133865253976,30.402891634060087,4.952050900459289
31,25.34,30.506487,-5.1664868927001955,5.1664868927001955,7,0.6993432868073018,5.740029855146913,527.1670838076463,17.367305729408194,180.76133865253976,30.402891634060087,4.952050900459289
18,35.2,31.023397,4.176602554321292,4.176602554321292,7,0.6993432868073018,5.740029855146913,527.1670838076463,17.367305729408194,180.76133865253976,30.402891634060087,4.952050900459289
5,14.4,27.44997,-13.049970245361328,13.049970245361328,7,0.6993432868073018,5.740029855146913,527.1670838076463,17.367305729408194,180.76133865253976,30.402891634060087,4.952050900459289
61,46.43999999999999,38.45917,7.980828704833975,7.980828704833975,7,0.6993432868073018,5.740029855146913,527.1670838076463,17.367305729408194,180.76133865253976,30.402891634060087,4.952050900459289
9,25.3,29.832256,-4.532256317138671,4.532256317138671,7,0.6993432868073018,5.740029855146913,527.1670838076463,17.367305729408194,180.76133865253976,30.402891634060087,4.952050900459289
47,34.92,28.105133,6.814866943359377,6.814866943359377,7,0.6993432868073018,5.740029855146913,527.1670838076463,17.367305729408194,180.76133865253976,30.402891634060087,4.952050900459289
70,50.41,49.61283,0.7971688842773403,0.7971688842773403,7,0.6993432868073018,5.740029855146913,527.1670838076463,17.367305729408194,180.76133865253976,30.402891634060087,4.952050900459289
49,35.78,28.42033,7.359669952392579,7.359669952392579,7,0.6993432868073018,5.740029855146913,527.1670838076463,17.367305729408194,180.76133865253976,30.402891634060087,4.952050900459289
68,51.46999999999999,45.894943,5.575056762695304,5.575056762695304,7,0.6993432868073018,5.740029855146913,527.1670838076463,17.367305729408194,180.76133865253976,30.402891634060087,4.952050900459289
40,28.519999999999996,29.79317,-1.273170928955082,1.273170928955082,7,0.6993432868073018,5.740029855146913,527.1670838076463,17.367305729408194,180.76133865253976,30.402891634060087,4.952050900459289
10,25.8,29.832256,-4.032256317138671,4.032256317138671,7,0.6993432868073018,5.740029855146913,527.1670838076463,17.367305729408194,180.76133865253976,30.402891634060087,4.952050900459289
