original_index,qe_experimental,qe_predicted,error,absolute_error,Neuron,R2,RMSE,SSE,ARE,HYBRID,MPSD,MAE
64,45.25000000000001,46.76037,-1.5103683471679616,1.5103683471679616,40,0.9678297080551992,1.8776135019868636,56.40691940549398,4.75301116380225,13.387099206526546,6.412215417373644,1.6168906879425045
28,35.78,34.59885,1.1811497497558605,1.1811497497558605,40,0.9678297080551992,1.8776135019868636,56.40691940549398,4.75301116380225,13.387099206526546,6.412215417373644,1.6168906879425045
22,30.1,29.342089,0.7579113006591811,0.7579113006591811,40,0.9678297080551992,1.8776135019868636,56.40691940549398,4.75301116380225,13.387099206526546,6.412215417373644,1.6168906879425045
67,50.75,48.97642,1.7735786437988281,1.7735786437988281,40,0.9678297080551992,1.8776135019868636,56.40691940549398,4.75301116380225,13.387099206526546,6.412215417373644,1.6168906879425045
45,33.56000000000001,30.477127,3.082872924804697,3.082872924804697,40,0.9678297080551992,1.8776135019868636,56.40691940549398,4.75301116380225,13.387099206526546,6.412215417373644,1.6168906879425045
31,25.34,26.108095,-0.768095169067383,0.768095169067383,40,0.9678297080551992,1.8776135019868636,56.40691940549398,4.75301116380225,13.387099206526546,6.412215417373644,1.6168906879425045
18,35.2,34.59885,0.6011497497558622,0.6011497497558622,40,0.9678297080551992,1.8776135019868636,56.40691940549398,4.75301116380225,13.387099206526546,6.412215417373644,1.6168906879425045
5,14.4,13.778475,0.6215251922607425,0.6215251922607425,40,0.9678297080551992,1.8776135019868636,56.40691940549398,4.75301116380225,13.387099206526546,6.412215417373644,1.6168906879425045
61,46.43999999999999,43.170925,3.2690748596191312,3.2690748596191312,40,0.9678297080551992,1.8776135019868636,56.40691940549398,4.75301116380225,13.387099206526546,6.412215417373644,1.6168906879425045
9,25.3,28.0501,-2.7501003265380852,2.7501003265380852,40,0.9678297080551992,1.8776135019868636,56.40691940549398,4.75301116380225,13.387099206526546,6.412215417373644,1.6168906879425045
47,34.92,32.467243,2.4527568054199236,2.4527568054199236,40,0.9678297080551992,1.8776135019868636,56.40691940549398,4.75301116380225,13.387099206526546,6.412215417373644,1.6168906879425045
70,50.41,50.769127,-0.35912689208984716,0.35912689208984716,40,0.9678297080551992,1.8776135019868636,56.40691940549398,4.75301116380225,13.387099206526546,6.412215417373644,1.6168906879425045
49,35.78,34.28291,1.4970906066894543,1.4970906066894543,40,0.9678297080551992,1.8776135019868636,56.40691940549398,4.75301116380225,13.387099206526546,6.412215417373644,1.6168906879425045
68,51.46999999999999,48.97642,2.49357864379882,2.49357864379882,40,0.9678297080551992,1.8776135019868636,56.40691940549398,4.75301116380225,13.387099206526546,6.412215417373644,1.6168906879425045
40,28.519999999999996,28.018229,0.501771469116207,0.501771469116207,40,0.9678297080551992,1.8776135019868636,56.40691940549398,4.75301116380225,13.387099206526546,6.412215417373644,1.6168906879425045
10,25.8,28.0501,-2.2501003265380852,2.2501003265380852,40,0.9678297080551992,1.8776135019868636,56.40691940549398,4.75301116380225,13.387099206526546,6.412215417373644,1.6168906879425045
