original_index,qe_experimental,qe_predicted,error,absolute_error,Neuron,R2,RMSE,SSE,ARE,HYBRID,MPSD,MAE
64,45.25000000000001,46.692978,-1.4429779052734304,1.4429779052734304,38,0.974065835604203,1.6858340770304945,45.47258456443615,4.249486888891085,10.690610266894748,5.706070562740083,1.4664467167854305
28,35.78,34.537167,1.2428334045410168,1.2428334045410168,38,0.974065835604203,1.6858340770304945,45.47258456443615,4.249486888891085,10.690610266894748,5.706070562740083,1.4664467167854305
22,30.1,28.610111,1.4898887634277358,1.4898887634277358,38,0.974065835604203,1.6858340770304945,45.47258456443615,4.249486888891085,10.690610266894748,5.706070562740083,1.4664467167854305
67,50.75,49.057453,1.6925468444824219,1.6925468444824219,38,0.974065835604203,1.6858340770304945,45.47258456443615,4.249486888891085,10.690610266894748,5.706070562740083,1.4664467167854305
45,33.56000000000001,31.06173,2.4982705688476656,2.4982705688476656,38,0.974065835604203,1.6858340770304945,45.47258456443615,4.249486888891085,10.690610266894748,5.706070562740083,1.4664467167854305
31,25.34,25.79209,-0.4520894622802736,0.4520894622802736,38,0.974065835604203,1.6858340770304945,45.47258456443615,4.249486888891085,10.690610266894748,5.706070562740083,1.4664467167854305
18,35.2,34.537167,0.6628334045410185,0.6628334045410185,38,0.974065835604203,1.6858340770304945,45.47258456443615,4.249486888891085,10.690610266894748,5.706070562740083,1.4664467167854305
5,14.4,14.001531,0.3984693527221683,0.3984693527221683,38,0.974065835604203,1.6858340770304945,45.47258456443615,4.249486888891085,10.690610266894748,5.706070562740083,1.4664467167854305
61,46.43999999999999,43.40182,3.0381788635253812,3.0381788635253812,38,0.974065835604203,1.6858340770304945,45.47258456443615,4.249486888891085,10.690610266894748,5.706070562740083,1.4664467167854305
9,25.3,27.878489,-2.5784885406494134,2.5784885406494134,38,0.974065835604203,1.6858340770304945,45.47258456443615,4.249486888891085,10.690610266894748,5.706070562740083,1.4664467167854305
47,34.92,33.39661,1.523389739990236,1.523389739990236,38,0.974065835604203,1.6858340770304945,45.47258456443615,4.249486888891085,10.690610266894748,5.706070562740083,1.4664467167854305
70,50.41,50.98175,-0.5717504882812534,0.5717504882812534,38,0.974065835604203,1.6858340770304945,45.47258456443615,4.249486888891085,10.690610266894748,5.706070562740083,1.4664467167854305
49,35.78,34.869095,0.9109051513671886,0.9109051513671886,38,0.974065835604203,1.6858340770304945,45.47258456443615,4.249486888891085,10.690610266894748,5.706070562740083,1.4664467167854305
68,51.46999999999999,49.057453,2.4125468444824136,2.4125468444824136,38,0.974065835604203,1.6858340770304945,45.47258456443615,4.249486888891085,10.690610266894748,5.706070562740083,1.4664467167854305
40,28.519999999999996,28.05051,0.4694895935058554,0.4694895935058554,38,0.974065835604203,1.6858340770304945,45.47258456443615,4.249486888891085,10.690610266894748,5.706070562740083,1.4664467167854305
10,25.8,27.878489,-2.0784885406494134,2.0784885406494134,38,0.974065835604203,1.6858340770304945,45.47258456443615,4.249486888891085,10.690610266894748,5.706070562740083,1.4664467167854305
